time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-10-11 18:04:45.148 UTC, ,33589,5389413,1752,2209648,448, ,155, ,2047, , , , , , , , , ,155,7, , , ,47,108,5, ,9, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,9,10,27,10, ,10, , ,3,13, , , , ,1, , , , , , , , ,740,10, , , , , , ,11,1371,1023435072, , , , , , , ,735, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , ,716,1318,5, , , , , , 
2019-10-11 18:05:45.149 UTC, ,33589,5389413,1752,2209648,448, ,155, ,2081, , , , , , , , , ,155,7, , , ,47,108,5, ,8, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,4,10,18,10, ,10, , ,3,13, , , , ,1, , , , , , , , ,740,10, , , , , , ,16,1788,1079391384,1, , , , , , ,714, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , ,696,1374,5, , , , , , 
2019-10-11 18:06:45.150 UTC, ,33589,5384941,1752,2205176,448, ,155, ,8639, , , , , , , , , ,155,7, , , ,47,108,5, ,25, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,89,42,155,42, ,42, , ,3,45, , , , ,1, , , , , , , , ,3108,42, , , , , , ,17,1876,980316344,1, , , , , , ,3042, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21, , , , ,2975,5635,21, , , , , , 
2019-10-11 18:07:45.151 UTC, ,33589,5381501,1752,2201736,448, ,155, ,5770, , , , , , , , , ,155,7, , , ,47,108,5, ,17, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,9,28,50,28, ,28, , ,3,31, , , , ,1, , , , , , , , ,2072,28, , , , , , ,10,1329,929877864,1, , , , , , ,1999, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, , , , ,1954,3796,14, , , , , , 
2019-10-11 18:08:45.153 UTC, ,33589,5381501,1752,2201736,448, ,155, ,1243, , , , , , , , , ,155,7, , , ,47,108,5, ,6, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,2,6,11,6, ,6, , ,3,9, , , , ,1, , , , , , , , ,444,6, , , , , , ,11,1157,1647528808, , , , , , , ,428, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,416,818,3, , , , , , 
2019-10-11 18:09:45.154 UTC, ,33589,5380445,1752,2200680,448, ,155, ,1673, , , , , , , , , ,155,7, , , ,47,108,5, ,7, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,3,8,16,8, ,8, , ,3,11, , , , ,1, , , , , , , , ,592,8, , , , , , ,10,1089,1567828104, , , , , , , ,620, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,605,1058,4, , , , , , 
2019-10-11 18:10:45.155 UTC, ,34029,5379069,1752,2198864,448, ,155, ,2125, , , , , , , , , ,155,7, , , ,47,108,5, ,111, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,75,61,206,61, ,61, , ,3,64, , , , ,1, , , , , , , , ,13940,61, , , , , , ,11,1227,1280784336, , , , , , , ,1008, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, ,50, ,102,693,1367,5, , , , , , 
2019-10-11 18:11:45.156 UTC, ,34029,5379069,1752,2198864,448, ,155, ,2361, , , , , , , , , ,155,7, , , ,47,108,5, ,9, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,5,12,23,12, ,12, , ,3,15, , , , ,1, , , , , , , , ,888,12, , , , , , ,11,1214,1377090992, , , , , , , ,914, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , ,893,1456,6, , , , , , 
2019-10-11 18:12:45.157 UTC, ,34029,5377933,1752,2197728,448, ,155, ,2477, , , , , , , , , ,155,7, , , ,47,108,5, ,9, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,7,19,35,19, ,19, , ,3,22, , , , ,1, , , , , , , , ,1911,19, , , , , , ,11,1218,1581673888,1, , , , , , ,862, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,834,1624,7, , , , , , 
2019-10-11 18:13:45.159 UTC, ,34029,5377933,1752,2197728,448, ,155, ,1652, , , , , , , , , ,155,7, , , ,47,108,5, ,7, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,36,8,48,8, ,8, , ,3,11, , , , ,1, , , , , , , , ,592,8, , , , , , ,11,1299,1440647528,1, , , , , , ,570, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,555,1087,4, , , , , , 
2019-10-11 18:14:45.160 UTC, ,34029,5376773,1752,2196568,448, ,155, ,1235, , , , , , , , , ,155,7, , , ,47,108,5, ,6, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,9,6,16,6, ,6, , ,3,9, , , , ,1, , , , , , , , ,444,6, , , , , , ,9,1096,1782038560, , , , , , , ,428, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,416,810,3, , , , , , 
2019-10-11 18:15:45.161 UTC, ,34029,5375765,1752,2195560,448, ,155, ,1639, , , , , , , , , ,155,7, , , ,47,108,5, ,7, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,7,8,19,8, ,8, , ,3,11, , , , ,1, , , , , , , , ,592,8, , , , , , ,10,1251,900557008, , , , , , , ,570, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,555,1074,4, , , , , , 
2019-10-11 18:16:45.170 UTC, ,34029,5375765,1752,2195560,448, ,155, ,1245, , , , , , , , , ,155,7, , , ,47,108,5, ,7, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,3,6,13,6, ,6, , ,3,9, , , , ,1, , , , , , , , ,444,6, , , , , , ,9,1136,873677040, , , , , , , ,430, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,417,817,3, , , , , , 
2019-10-11 18:17:45.171 UTC, ,34029,5374613,1752,2194408,448, ,155, ,1647, , , , , , , , , ,155,7, , , ,47,108,5, ,7, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,5,8,28,8, ,8, , ,3,11, , , , ,1, , , , , , , , ,592,8, , , , , , ,9,1173,1235139304, , , , , , , ,570, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,555,1082,4, , , , , , 
2019-10-11 18:18:45.172 UTC, ,34029,5372525,1752,2192320,448, ,155, ,3876, , , , , , , , , ,155,7, , , ,47,108,5, ,14, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,38,23,82,23, ,23, , ,3,26, , , , ,1, , , , , , , , ,2135,23, , , , , , ,10,1300,970603776, , , , , , , ,1441, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,10, ,2, , ,1404,2451,11, , , , , , 
2019-10-11 18:19:45.173 UTC, ,34469,5371981,1752,2191336,448, ,155, ,2289, , , , , , , , , ,155,7, , , ,47,108,5, ,113, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,76,63,223,63, ,63, , ,3,66, , , , ,1, , , , , , , , ,13290,63, , , , , , ,9,1263,1221303512, , , , , , , ,1083, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56, ,50, ,102,808,1413,6, , , , , , 
2019-10-11 18:20:45.175 UTC, ,34469,5373037,1752,2192392,448, ,155, ,2549, , , , , , , , , ,155,7, , , ,47,108,5, ,11, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,8,21,41,21, ,21, , ,3,24, , , , ,1, , , , , , , , ,2338,21, , , , , , ,9,1137,1396807944, , , , , , , ,967, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,7, ,6, , ,935,1592,8, , , , , , 
2019-10-11 18:21:45.176 UTC, ,34469,5372005,1752,2191360,448, ,155, ,1837, , , , , , , , , ,155,7, , , ,47,108,5, ,9, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,13,10,30,10, ,10, , ,3,13, , , , ,1, , , , , , , , ,740,10, , , , , , ,10,1377,1360403568,1, , , , , , ,685, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , ,666,1158,5, , , , , , 
2019-10-11 18:22:45.177 UTC, ,34469,5368677,1752,2188032,448, ,155, ,4713, , , , , , , , , ,155,7, , , ,47,108,5, ,17, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,7,28,54,28, ,28, , ,3,31, , , , ,1, , , , , , , , ,2072,28, , , , , , ,15,1716,1381377808,1, , , , , , ,1904, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, , , , ,1859,2834,14, , , , , , 
2019-10-11 18:23:45.179 UTC, ,34469,5366389,1752,2185744,448, ,155, ,3388, , , , , , , , , ,155,7, , , ,47,108,5, ,14, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,6,20,36,20, ,20, , ,3,23, , , , ,1, , , , , , , , ,1480,20, , , , , , ,11,1385,916763440, , , , , , , ,1388, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , ,1354,2016,10, , , , , , 
2019-10-11 18:24:45.180 UTC, ,34469,5364085,1752,2183440,448, ,155, ,5747, , , , , , , , , ,155,7, , , ,47,108,5, ,19, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,35,30,89,30, ,30, , ,3,33, , , , ,1, , , , , , , , ,2220,30, , , , , , ,9,1202,1722244776, , , , , , , ,2118, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,15, , , , ,2069,3655,15, , , , , , 
2019-10-11 18:25:45.181 UTC, ,34909,5360589,1752,2179504,448, ,154, ,1943, , , , , , , , , ,154,7, , , ,46,108,5, ,112, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,102,61,324,61, ,61, , ,3,64, , , , ,1, , , , , , , , ,13013,60, , , , , , ,13,1459,970825312, , , , , , , ,967, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,55, ,50, ,102,695,1175,5, , , , , , 
2019-10-11 18:26:45.208 UTC, ,34909,5359437,1752,2178352,448, ,154, ,1243, , , , , , , , , ,154,7, , , ,46,108,5, ,7, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,100,6,115,6, ,6, , ,3,9, , , , ,1, , , , , , , , ,444,6, , , , , , ,11,1432,1566761760, , , , , , , ,427, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,414,818,3, , , , , , 
2019-10-11 18:27:45.210 UTC, ,34909,5358429,1752,2177344,448, ,154, ,2200, , , , , , , , , ,154,7, , , ,46,108,5, ,11, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,5,12,29,12, ,12, , ,3,15, , , , ,1, , , , , , , , ,888,12, , , , , , ,9,1180,1626129928, , , , , , , ,859, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , ,836,1348,6, , , , , , 
2019-10-11 18:28:45.211 UTC, ,34909,5357413,1752,2176328,448, ,154, ,2562, , , , , , , , , ,154,7, , , ,46,108,5, ,11, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,9,14,48,14, ,14, , ,3,17, , , , ,1, , , , , , , , ,1036,14, , , , , , ,11,1699,1076670864, , , , , , , ,1021, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , ,996,1551,7, , , , , , 
2019-10-11 18:29:45.212 UTC, ,34909,5356405,1752,2175320,448, ,154, ,1870, , , , , , , , , ,154,7, , , ,46,108,5, ,10, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,8,10,28,10, ,10, , ,3,13, , , , ,1, , , , , , , , ,740,10, , , , , , ,8,1175,1742616264,1, , , , , , ,701, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , ,681,1174,5, , , , , , 
2019-10-11 18:30:45.214 UTC, ,34909,5355397,1752,2174312,448, ,154, ,1601, , , , , , , , , ,154,7, , , ,46,108,5, ,7, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,103,8,120,8, ,8, , ,3,11, , , , ,1, , , , , , , , ,592,8, , , , , , ,9,1163,1367308104,1, , , , , , ,584, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,569,1022,4, , , , , , 
2019-10-11 18:31:45.215 UTC, ,34909,5354253,1752,2173168,448, ,154, ,2476, , , , , , , , , ,154,7, , , ,46,108,5, ,9, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,11,12,29,12, ,12, , ,3,15, , , , ,1, , , , , , , , ,888,12, , , , , , ,9,944,1797211696, , , , , , , ,887, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , ,866,1598,6, , , , , , 
2019-10-11 18:32:45.216 UTC, ,34909,5353237,1752,2172152,448, ,154, ,1552, , , , , , , , , ,154,7, , , ,46,108,5, ,8, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,6,8,22,8, ,8, , ,3,11, , , , ,1, , , , , , , , ,592,8, , , , , , ,9,1166,1724520736, , , , , , , ,564, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,548,992,4, , , , , , 
2019-10-11 18:33:45.217 UTC, ,35349,5350933,1752,2169408,448, ,154, ,2977, , , , , , , , , ,154,7, , , ,46,108,5, ,115, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,75,67,250,67, ,67, , ,3,70, , , , ,1, , , , , , , , ,13310,67, , , , , , ,7,917,1861066048, , , , , , , ,1394, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58, ,50, ,102,1113,1794,8, , , , , , 
2019-10-11 18:34:45.218 UTC, ,35349,5348885,1752,2167360,448, ,154, ,4849, , , , , , , , , ,154,7, , , ,46,108,5, ,23, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,9,30,75,30, ,30, , ,3,33, , , , ,1, , , , , , , , ,2220,30, , , , , , ,10,1402,1186362864, , , , , , , ,2086, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, , , , ,2033,2785,15, , , , , , 
2019-10-11 18:35:45.219 UTC, ,35349,5347869,1752,2166344,448, ,154, ,2632, , , , , , , , , ,154,7, , , ,46,108,5, ,10, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,8,14,31,14, ,14, , ,3,16, , , , ,1, , , , , , , , ,1036,14, , , , , , ,7,831,1851277056, , , , , , , ,1030, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , ,1006,1613,7, , , , , , 
2019-10-11 18:36:45.221 UTC, ,35349,5345725,1752,2164200,448, ,154, ,4555, , , , , , , , , ,154,7, , , ,46,108,5, ,24, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,8,31,73,31, ,31, , ,3,34, , , , ,1, , , , , , , , ,2608,31, , , , , , ,9,1435,1224197216, , , , , , , ,1943, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,14, ,2, , ,1888,2630,15, , , , , , 
2019-10-11 18:37:45.222 UTC, ,35789,5340349,1752,2158384,448, ,153, ,3923, , , , , , , , , ,153,7, , , ,45,108,5, ,126, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,72,75,280,75, ,75, , ,3,78, , , , ,1, , , , , , , , ,14481,75, , , , , , ,6,723,1933302224, , , , , , , ,1911, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,62, ,50, ,102,1611,2219,12, , , , , , 
2019-10-11 18:38:45.224 UTC, ,35789,5340349,1752,2158384,448, ,153, ,2037, , , , , , , , , ,153,7, , , ,45,108,5, ,11, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,4,12,23,12, ,12, , ,3,15, , , , ,1, , , , , , , , ,888,12, , , , , , ,8,1031,1052744088, , , , , , , ,829, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , ,806,1215,6, , , , , , 
2019-10-11 18:39:45.225 UTC, ,35789,5338093,1752,2156128,448, ,153, ,2652, , , , , , , , , ,153,7, , , ,45,108,5, ,11, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,7,14,30,14, ,14, , ,3,17, , , , ,1, , , , , , , , ,1036,14, , , , , , ,13,1559,1742724472, , , , , , , ,982, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , ,957,1680,7, , , , , , 
2019-10-11 18:40:45.226 UTC, ,35789,5336973,1752,2155008,448, ,153, ,2249, , , , , , , , , ,153,7, , , ,45,108,5, ,10, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,10,12,43,12, ,12, , ,3,15, , , , ,1, , , , , , , , ,888,12, , , , , , ,11,1179,1991527200, , , , , , , ,880, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , ,858,1377,6, , , , , , 
2019-10-11 18:41:45.227 UTC, ,35789,5336973,1752,2155008,448, ,153, ,1251, , , , , , , , , ,153,7, , , ,45,108,5, ,6, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,4,6,14,6, ,6, , ,3,9, , , , ,1, , , , , , , , ,444,6, , , , , , ,12,1387,1101862640, , , , , , , ,429, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,417,825,3, , , , , , 
2019-10-11 18:42:45.229 UTC, ,35789,5335717,1752,2153752,448, ,153, ,2360, , , , , , , , , ,153,7, , , ,45,108,5, ,9, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,10,12,30,12, ,12, , ,3,15, , , , ,1, , , , , , , , ,888,12, , , , , , ,12,1371,1185805320, , , , , , , ,883, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , ,862,1486,6, , , , , , 
2019-10-11 18:43:45.230 UTC, ,35789,5333645,1752,2151680,448, ,153, ,2295, , , , , , , , , ,153,7, , , ,45,108,5, ,9, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,9,12,25,12, ,12, , ,3,15, , , , ,1, , , , , , , , ,888,12, , , , , , ,10,1167,1342614832, , , , , , , ,865, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , ,844,1439,6, , , , , , 
