time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-10-11 19:39:45.312 UTC, ,45029,5212477,1752,2021272,448, ,151, ,3170, , , , , , , , , ,151,7, , , ,38,113,5, ,14, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,7,21,42,21, ,21, , ,3,24, , , , ,1, , , , , , , , ,1891,21, , , , , , ,16,2233,1499776400, , , , , , , ,1319, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,2, , ,1284,1864,10, , , , , , 
2019-10-11 19:40:45.314 UTC, ,45029,5209637,1752,2018432,448, ,151, ,3838, , , , , , , , , ,151,7, , , ,38,113,5, ,118, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,70,76,188,76, ,76, , ,3,79, , , , ,1, , , , , , , , ,14276,76, , , , , , ,20,2246,2143460456, , , , , , , ,1848, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,61, ,52, ,102,1551,2211,12, , , , , , 
2019-10-11 19:41:45.315 UTC, ,45029,5206285,1752,2015080,448, ,151, ,5449, , , , , , , , , ,151,7, , , ,38,113,5, ,22, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,3,37,61,37, ,37, , ,3,40, , , , ,1, , , , , , , , ,2963,37, , , , , , ,17,1968,1460793264, , , , , , , ,2326, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, ,2, , ,2267,3152,18, , , , , , 
2019-10-11 19:42:45.316 UTC, ,45029,5205141,1752,2013936,448, ,151, ,2579, , , , , , , , , ,151,7, , , ,38,113,5, ,12, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,25,16,66,16, ,16, , ,3,19, , , , ,1, , , , , , , , ,1184,16, , , , , , ,14,1685,1941535408,1, , , , , , ,1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , ,1052,1511,8, , , , , , 
2019-10-11 19:43:45.317 UTC, ,45469,5200317,1752,2008672,448, ,151, ,7499, , , , , , , , , ,151,7, , , ,38,113,5, ,131, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,68,99,313,99, ,99, , ,3,102, , , , ,1, , , , , , , , ,16525,99, , , , , , ,9,1148,2168894592,1, , , , , , ,3492, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74, ,50, ,102,3163,4250,24, , , , , , 
2019-10-11 19:44:45.318 UTC, ,47669,5146541,1752,1952696,448, ,149, ,69204, , , , , , , , , ,149,7, , , ,36,113,5, ,667, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , ,212, ,297,692,2280,692, ,692, , ,3,695, , , , ,1, , , , , , , , ,86703,691, , , ,1, , ,13,1284,1831599376,1, , , , , , ,32211, , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , ,444, ,200, ,408,30406,38305,244, , , , , , 
2019-10-11 19:45:45.319 UTC, ,48109,5140533,1752,1946248,448, ,149, ,11424, , , , , , , , , ,149,7, , , ,36,113,5, ,150, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,76,132,417,132, ,132, , ,3,135, , , , ,1, , , , , , , , ,19655,132, , , , , , ,9,1161,1712797848, , , , , , , ,5330, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89, ,52, ,102,4949,6363,40, , , , , , 
2019-10-11 19:46:45.320 UTC, ,48989,5155285,1752,1960120,448, ,151, ,32714, , , , , , , , , ,151,7, , , ,36,115,5, ,431, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,88,602,1670,602, ,602, , ,3,605, , , , ,1, , , , , , , , ,139148,602, , , , , , ,9,1053,1887370104, , , , , , , ,15473, , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , , ,264, ,362, ,306,14101,18092,123, , , , , , 
2019-10-11 19:47:45.321 UTC, ,49429,5156061,1752,1960456,448, ,152, ,11413, , , , , , , , , ,152,7, , , ,36,116,5, ,50, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,99,111,444,111, ,111, , ,3,114, , , , ,1, , , , , , , , ,31588,111, , , , , , ,8,975,1695993632, , , , , , , ,5059, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,38, ,32, , ,4898,6417,41, , , , , , 
2019-10-11 19:48:45.322 UTC, ,49869,5145669,1752,1949624,448, ,151, ,11027, , , , , , , , , ,151,7, , , ,35,116,5, ,149, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,80,126,332,126, ,126, , ,3,129, , , , ,1, , , , , , , , ,17976,126, , , , , , ,9,1228,2253272992,1, , , , , , ,5053, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,86, ,52, ,102,4679,6229,37, , , , , , 
2019-10-11 19:49:45.323 UTC, ,50309,5138877,1752,1942392,448, ,151, ,15750, , , , , , , , , ,151,7, , , ,35,116,5, ,165, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,64,174,510,174, ,174, , ,3,177, , , , ,1, , , , , , , , ,22909,171, , , , , , ,13,1679,1701257216,2, , , , , , ,7222, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,103, ,66, ,102,6784,8824,54, , , , , , 
2019-10-11 19:50:45.324 UTC, ,50309,5135637,1752,1939152,448, ,151, ,5912, , , , , , , , , ,151,7, , , ,35,116,5, ,27, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,5,36,72,36, ,36, , ,3,39, , , , ,1, , , , , , , , ,2664,36, , , , , , ,10,1351,1895066376,2, , , , , , ,2542, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , ,2479,3397,18, , , , , , 
2019-10-11 19:51:45.325 UTC, ,50309,5129885,1752,1933400,448, ,150, ,4712, , , , , , , , , ,150,7, , , ,34,116,5, ,128, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,61,79,202,79, ,79, , ,3,82, , , , ,1, , , , , , , , ,14413,79, , , , , , ,9,1188,1710409392,1, , , , , , ,2235, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,64, ,50, ,102,1929,2688,14, , , , , , 
2019-10-11 19:52:45.326 UTC, ,50749,5128093,1752,1931168,448, ,150, ,5395, , , , , , , , , ,150,7, , , ,34,116,5, ,26, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,7,32,57,32, ,32, , ,3,35, , , , ,1, , , , , , , , ,2368,32, , , , , , ,9,1249,1402623200,1, , , , , , ,2294, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16, , , , ,2236,3123,16, , , , , , 
2019-10-11 19:53:45.328 UTC, ,50749,5124109,1752,1927184,448, ,150, ,5407, , , , , , , , , ,150,7, , , ,34,116,5, ,127, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,70,83,268,83, ,83, , ,3,86, , , , ,1, , , , , , , , ,14762,83, , , , , , ,8,1022,2039935824, , , , , , , ,2585, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,66, ,50, ,102,2242,3079,16, , , , , , 
2019-10-11 19:54:45.329 UTC, ,50749,5121845,1752,1924920,448, ,150, ,4949, , , , , , , , , ,150,7, , , ,34,116,5, ,26, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,8,30,61,30, ,30, , ,3,33, , , , ,1, , , , , , , , ,2220,30, , , , , , ,7,721,2140861952, , , , , , , ,2096, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,15, , , , ,2040,2872,15, , , , , , 
2019-10-11 19:55:45.330 UTC, ,51189,5120005,1752,1922640,448, ,150, ,5054, , , , , , , , , ,150,7, , , ,34,116,5, ,25, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,10,30,67,30, ,30, , ,3,33, , , , ,1, , , , , , , , ,2220,30, , , , , , ,8,946,1465879352, , , , , , , ,2143, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,15, , , , ,2088,2931,15, , , , , , 
2019-10-11 19:56:45.331 UTC, ,51189,5116597,1752,1919232,448, ,150, ,5438, , , , , , , , , ,150,7, , , ,34,116,5, ,26, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,171,32,227,32, ,32, , ,3,35, , , , ,1, , , , , , , , ,2368,32, , , , , , ,7,844,1800287344, , , , , , , ,2319, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,16, , , , ,2261,3141,16, , , , , , 
2019-10-11 19:57:45.332 UTC, ,51189,5113533,1752,1916168,448, ,150, ,5102, , , , , , , , , ,150,7, , , ,34,116,5, ,25, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,5,30,53,30, ,30, , ,3,33, , , , ,1, , , , , , , , ,2220,30, , , , , , ,7,864,1944277552, , , , , , , ,2140, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, , , , ,2085,2982,15, , , , , , 
2019-10-11 19:58:45.334 UTC, ,51629,5109669,1752,1911864,448, ,150, ,6519, , , , , , , , , ,150,7, , , ,34,116,5, ,132, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,77,89,253,89, ,89, , ,3,92, , , , ,1, , , , , , , , ,14883,89, , , , , , ,8,974,1721731584, , , , , , , ,2941, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,69, ,50, ,102,2621,3805,19, , , , , , 
2019-10-11 19:59:45.335 UTC, ,51629,5107557,1752,1909752,448, ,150, ,4009, , , , , , , , , ,150,7, , , ,34,116,5, ,22, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,4,24,47,24, ,24, , ,3,27, , , , ,1, , , , , , , , ,1776,24, , , , , , ,14,1746,1482874048,1, , , , , , ,1678, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , ,1632,2345,12, , , , , , 
2019-10-11 20:00:45.336 UTC, ,51629,5102885,1752,1905080,448, ,149, ,4128, , , , , , , , , ,149,7, , , ,33,116,5, ,124, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,54,75,283,75, ,75, , ,3,78, , , , ,1, , , , , , , , ,14362,75, , , , , , ,9,909,1611521888, , , , , , , ,1967, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,62, ,50, ,102,1669,2369,12, , , , , , 
2019-10-11 20:01:45.337 UTC, ,51629,5099549,1752,1901744,448, ,149, ,5247, , , , , , , , , ,149,7, , , ,33,116,5, ,25, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,30,32,94,32, ,32, , ,3,35, , , , ,1, , , , , , , , ,2368,32, , , , , , ,12,1428,1567738992, , , , , , , ,2189, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,16, , , , ,2132,3081,16, , , , , , 
2019-10-11 20:02:45.338 UTC, ,52069,5095589,1752,1897344,448, ,149, ,8064, , , , , , , , , ,149,7, , , ,33,116,5, ,35, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,98,48,216,48, ,48, , ,3,51, , , , ,1, , , , , , , , ,3552,48, , , , , , ,9,1086,1598550800,1, , , , , , ,3321, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24, , , , ,3238,4780,24, , , , , , 
2019-10-11 20:03:45.338 UTC, ,52069,5092381,1752,1894136,448, ,149, ,5630, , , , , , , , , ,149,7, , , ,33,116,5, ,28, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,22,34,85,34, ,34, , ,3,37, , , , ,1, , , , , , , , ,2516,34, , , , , , ,7,878,2274045432,1, , , , , , ,2343, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,17, , , , ,2281,3310,17, , , , , , 
2019-10-11 20:04:45.339 UTC, ,52509,5079749,1752,1881064,448, ,148, ,17089, , , , , , , , , ,148,7, , , ,32,116,5, ,269, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,163,204,804,204, ,204, , ,3,207, , , , ,1, , , , , , , , ,32400,204, , , , , , ,9,1001,1898351216, , , , , , , ,7343, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,151, ,100, ,204,6672,10229,51, , , , , , 
2019-10-11 20:05:45.340 UTC, ,52949,5071293,1752,1872168,448, ,148, ,14442, , , , , , , , , ,148,7, , , ,32,116,5, ,57, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,12,90,172,90, ,90, , ,3,93, , , , ,1, , , , , , , , ,6660,90, , , , , , ,7,821,2003805824, , , , , , , ,5902, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , ,5755,8618,45, , , , , , 
2019-10-11 20:06:45.342 UTC, ,53389,5059837,1752,1860272,448, ,148, ,17871, , , , , , , , , ,148,7, , , ,32,116,5, ,274, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,80,214,758,214, ,214, , ,3,217, , , , ,1, , , , , , , , ,33305,214, , , , , , ,11,1391,1648234936,1, , , , , , ,8013, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,156, ,100, ,204,7301,10382,56, , , , , , 
2019-10-11 20:07:45.343 UTC, ,54269,5044309,1752,1843864,448, ,147, ,22622, , , , , , , , , ,147,7, , , ,31,116,5, ,191, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,132,206,657,206, ,206, , ,3,209, , , , ,1, , , , , , , , ,24520,206, , , , , , ,10,1218,1601526624, , , , , , , ,10257, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,126, ,52, ,102,9761,12698,77, , , , , , 
2019-10-11 20:08:45.344 UTC, ,54269,5040757,1752,1840312,448, ,147, ,7039, , , , , , , , , ,147,7, , , ,31,116,5, ,135, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,94,100,341,100, ,100, , ,3,103, , , , ,1, , , , , , , , ,17365,100, , , , , , ,9,1237,1948723536, , , , , , , ,3281, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,72, ,54, ,102,2947,3991,23, , , , , , 
2019-10-11 20:09:45.345 UTC, ,54709,5035949,1752,1835064,448, ,147, ,9771, , , , , , , , , ,147,7, , , ,31,116,5, ,40, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,10,69,126,69, ,69, , ,3,72, , , , ,1, , , , , , , , ,5834,69, , , , , , ,9,1109,2165511808,1, , , , , , ,4245, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,6, , ,4136,5576,33, , , , , , 
2019-10-11 20:10:45.346 UTC, ,54709,5030605,1752,1829720,448, ,147, ,7786, , , , , , , , , ,147,7, , , ,31,116,5, ,34, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,4,50,80,50, ,50, , ,3,53, , , , ,1, , , , , , , , ,3700,50, , , , , , ,7,811,2185363648,1, , , , , , ,3323, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,25, , , , ,3239,4504,25, , , , , , 
2019-10-11 20:11:45.347 UTC, ,55149,5025133,1752,1823808,448, ,146, ,4234, , , , , , , , , ,146,7, , , ,30,116,5, ,125, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,72,77,259,77, ,77, , ,3,80, , , , ,1, , , , , , , , ,15326,77, , , , , , ,11,1172,2146151792,1, , , , , , ,2021, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,63, ,50, ,102,1720,2424,13, , , , , , 
2019-10-11 20:12:45.348 UTC, ,55149,5022925,1752,1821600,448, ,146, ,3251, , , , , , , , , ,146,7, , , ,30,116,5, ,17, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,10,20,57,20, ,20, , ,3,23, , , , ,1, , , , , , , , ,1480,20, , , , , , ,12,1350,2348038592, , , , , , , ,1374, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , ,1337,1890,10, , , , , , 
2019-10-11 20:13:45.349 UTC, ,55149,5018789,1752,1817464,448, ,146, ,4303, , , , , , , , , ,146,7, , , ,30,116,5, ,125, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,71,77,255,77, ,77, , ,3,80, , , , ,1, , , , , , , , ,14309,77, , , , , , ,11,1255,1567341384, , , , , , , ,2079, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,63, ,50, ,102,1760,2458,13, , , , , , 
2019-10-11 20:14:45.350 UTC, ,55589,5014829,1752,1813064,448, ,146, ,7671, , , , , , , , , ,146,7, , , ,30,116,5, ,32, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,4,48,84,48, ,48, , ,3,51, , , , ,1, , , , , , , , ,3552,48, , , , , , ,8,911,1969436776, , , , , , , ,3278, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,24, , , , ,3198,4433,24, , , , , , 
2019-10-11 20:15:45.351 UTC, ,55589,5011661,1752,1809896,448, ,146, ,4523, , , , , , , , , ,146,7, , , ,30,116,5, ,22, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,3,28,41,28, ,28, , ,3,31, , , , ,1, , , , , , , , ,2072,28, , , , , , ,9,1002,1540814864, , , , , , , ,1923, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, , , , ,1873,2620,14, , , , , , 
2019-10-11 20:16:45.352 UTC, ,55589,5010637,1752,1808872,448, ,146, ,1449, , , , , , , , , ,146,7, , , ,30,116,5, ,8, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,10,8,22,8, ,8, , ,3,11, , , , ,1, , , , , , , , ,592,8, , , , , , ,5,581,2359809400, , , , , , , ,586, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,570,867,4, , , , , , 
2019-10-11 20:17:45.353 UTC, ,55589,5009589,1752,1807824,448, ,146, ,2149, , , , , , , , , ,146,7, , , ,30,116,5, ,11, , , , , , , , , , , , , , ,2100581,2,1883435,1883435, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1570812078384, , , , ,3145728, , , , ,3,12,21,12, ,12, , ,3,15, , , , ,1, , , , , , , , ,888,12, , , , , , ,8,915,1964456520, , , , , , , ,889, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , ,866,1267,6, , , , , , 
